protein1 protein2 neighborhood fusion cooccurence coexpression experimental database textmining combined_score
4932.YAR018C 4932.YGR188C 0 0 0 70 211 0 246 398
4932.YAR018C 4932.YDR387C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YOL054W 0 0 0 0 197 0 48 202
4932.YAR018C 4932.YGR092W 0 0 0 0 65 0 219 238
4932.YAR018C 4932.YCL069W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YOR141C 0 0 0 0 202 0 0 202
4932.YAR018C 4932.YMR029C 0 0 0 53 0 0 435 442
4932.YAR018C 4932.YOR061W 0 0 392 0 0 0 48 396
4932.YAR018C 4932.YLL053C 0 0 0 53 0 0 311 319
4932.YAR018C 4932.YOR269W 0 0 0 79 203 0 0 234
4932.YAR018C 4932.YLR383W 0 0 0 99 237 0 86 316
4932.YAR018C 4932.YMR199W 0 0 0 48 196 0 66 222
4932.YAR018C 4932.YNL307C 0 0 397 0 117 0 176 522
4932.YAR018C 4932.YPL093W 0 0 0 0 218 0 0 218
4932.YAR018C 4932.YMR198W 0 0 0 0 192 0 0 192
4932.YAR018C 4932.YMR216C 0 0 0 49 218 0 68 246
4932.YAR018C 4932.YGR098C 0 0 0 115 60 0 173 251
4932.YAR018C 4932.YBR010W 0 0 0 48 0 0 173 179
4932.YAR018C 4932.YGR203W 0 0 0 47 216 0 47 225
4932.YAR018C 4932.YGR108W 0 0 0 104 0 900 87 911
4932.YAR018C 4932.YEL043W 0 0 0 0 198 0 0 198
4932.YAR018C 4932.YDR177W 0 0 0 0 173 0 0 173
4932.YAR018C 4932.YCR044C 0 0 0 0 210 0 0 210
4932.YAR018C 4932.YBL105C 0 0 0 0 93 0 102 150
4932.YAR018C 4932.YOL045W 0 0 0 0 117 0 87 159
4932.YAR018C 4932.YOL103W 0 0 0 0 272 0 0 272
4932.YAR018C 4932.YDR162C 0 0 0 0 211 0 0 211
4932.YAR018C 4932.YOR233W 0 0 0 48 60 0 190 211
4932.YAR018C 4932.YIL144W 0 0 0 177 358 0 113 490
4932.YAR018C 4932.YDR536W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YLR113W 0 0 179 0 0 0 0 179
4932.YAR018C 4932.YGR233C 0 0 0 47 70 0 144 175
4932.YAR018C 4932.YLR077W 0 0 0 0 830 0 246 866
4932.YAR018C 4932.YJL214W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YHL047C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YGR224W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YDR345C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YDR342C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YIL035C 0 0 359 0 0 0 0 359
4932.YAR018C 4932.YFR028C 0 0 0 57 0 0 537 544
4932.YAR018C 4932.YDL149W 0 0 0 0 0 0 307 307
4932.YAR018C 4932.YAR042W 0 0 0 46 70 0 144 174
4932.YAR018C 4932.YLR031W 0 0 0 0 217 0 0 217
4932.YAR018C 4932.YER102W 0 0 0 0 82 0 121 158
4932.YAR018C 4932.YKL161C 0 0 206 0 0 0 0 206
4932.YAR018C 4932.YDR247W 0 0 424 48 0 0 190 517
4932.YAR018C 4932.YHR064C 0 0 0 0 808 0 61 812
4932.YAR018C 4932.YDR460W 0 0 0 0 0 0 307 307
4932.YAR018C 4932.YPL074W 0 0 0 47 198 0 46 207
4932.YAR018C 4932.YBL084C 0 0 0 51 285 0 233 434
4932.YAR018C 4932.YKL048C 0 0 0 46 198 0 0 202
4932.YAR018C 4932.YJR160C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YDR477W 0 0 157 48 143 0 98 297
4932.YAR018C 4932.YGL048C 0 0 0 0 217 0 0 217
4932.YAR018C 4932.YNL330C 0 0 0 0 196 0 0 196
4932.YAR018C 4932.YDL134C 0 0 0 76 121 0 47 158
4932.YAR018C 4932.YCR051W 0 0 0 46 70 0 144 174
4932.YAR018C 4932.YAL020C 0 0 0 0 830 0 246 866
4932.YAR018C 4932.YGR089W 0 0 0 0 209 0 0 209
4932.YAR018C 4932.YGL003C 0 0 0 56 106 0 135 206
4932.YAR018C 4932.YNL077W 0 0 0 0 220 0 0 220
4932.YAR018C 4932.YPR054W 0 0 200 0 0 0 0 200
4932.YAR018C 4932.YFL008W 0 0 0 95 120 0 86 208
4932.YAR018C 4932.YHR205W 0 0 0 0 110 0 126 189
4932.YAR018C 4932.YGL190C 0 0 0 77 139 0 47 176
4932.YAR018C 4932.YDR122W 0 0 0 76 0 0 121 153
4932.YAR018C 4932.YDL101C 0 0 198 53 0 0 42 209
4932.YAR018C 4932.YPR120C 0 0 0 48 220 900 66 921
4932.YAR018C 4932.YPL140C 0 0 175 44 0 0 287 389
4932.YAR018C 4932.YIL106W 0 0 0 0 0 0 428 428
4932.YAR018C 4932.YLR081W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YOL034W 0 0 0 95 167 0 86 251
4932.YAR018C 4932.YGR056W 0 0 0 53 200 0 0 210
4932.YAR018C 4932.YDL079C 0 0 0 0 117 0 99 170
4932.YAR018C 4932.YMR279C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YGR040W 0 0 179 0 0 0 0 179
4932.YAR018C 4932.YDR371W 0 0 0 0 0 0 169 169
4932.YAR018C 4932.YIL061C 0 0 0 45 220 0 0 223
4932.YAR018C 4932.YIL070C 0 0 0 0 198 0 0 198
4932.YAR018C 4932.YJL034W 0 0 0 0 195 0 0 195
4932.YAR018C 4932.YBR028C 0 0 188 0 110 0 125 313
4932.YAR018C 4932.YLR186W 0 0 0 0 60 0 308 321
4932.YAR018C 4932.YKR105C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YOL081W 0 0 0 0 0 0 307 307
4932.YAR018C 4932.YMR011W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YLR119W 0 0 0 0 217 0 0 217
4932.YAR018C 4932.YML116W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YAR015W 0 404 0 0 0 0 317 575
4932.YAR018C 4932.YOR038C 0 0 0 85 203 0 0 239
4932.YAR018C 4932.YLL018C 0 0 0 0 0 0 307 307
4932.YAR018C 4932.YOR378W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YPR111W 0 0 0 0 0 0 218 218
4932.YAR018C 4932.YGL131C 0 0 0 44 237 0 0 239
4932.YAR018C 4932.YBR136W 0 0 0 78 0 0 279 306
4932.YAR018C 4932.YBL106C 0 0 0 0 219 0 0 219
4932.YAR018C 4932.YAL017W 0 0 0 0 117 0 87 159
4932.YAR018C 4932.YOR351C 0 0 188 44 203 0 64 343
4932.YAR018C 4932.YPR199C 0 0 0 0 198 0 0 198
4932.YAR018C 4932.YLR086W 0 0 0 117 120 0 117 253
4932.YAR018C 4932.YBR140C 0 0 0 0 0 0 307 307
4932.YAR018C 4932.YBL063W 0 0 0 115 56 0 439 490
4932.YAR018C 4932.YDR497C 0 0 0 0 272 0 0 272
4932.YAR018C 4932.YOR058C 0 0 0 66 0 0 536 548
4932.YAR018C 4932.YLR118C 0 0 0 0 0 0 224 224
4932.YAR018C 4932.YKL042W 0 0 0 0 217 0 0 217
4932.YAR018C 4932.YHR011W 0 0 0 0 204 0 0 204
4932.YAR018C 4932.YBR160W 0 0 173 67 269 900 184 945
4932.YAR018C 4932.YNL207W 0 0 0 0 0 0 239 239
4932.YAR018C 4932.YJL095W 0 0 0 0 0 0 235 235
4932.YAR018C 4932.YKL166C 0 0 184 55 99 0 56 256
4932.YAR018C 4932.YIL038C 0 0 0 96 192 0 0 238
4932.YAR018C 4932.YOL156W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YGR058W 0 0 0 0 595 0 0 595
4932.YAR018C 4932.YOL128C 0 0 198 0 117 0 98 306
4932.YAR018C 4932.YGR289C 0 0 0 0 195 0 0 195
4932.YAR018C 4932.YNL001W 0 0 0 0 194 0 0 194
4932.YAR018C 4932.YGL093W 0 0 0 109 198 0 0 254
4932.YAR018C 4932.YOR294W 0 0 0 0 198 0 0 198
4932.YAR018C 4932.YDL192W 0 0 0 0 230 0 131 303
4932.YAR018C 4932.YAL024C 0 0 0 76 560 0 0 576
4932.YAR018C 4932.YOR167C 0 0 0 0 192 0 0 192
4932.YAR018C 4932.YPL031C 0 0 173 55 233 0 135 413
4932.YAR018C 4932.YLR025W 0 0 0 49 199 0 48 211
4932.YAR018C 4932.YKL072W 0 0 0 0 198 0 0 198
4932.YAR018C 4932.YLR131C 0 0 0 99 53 0 93 159
4932.YAR018C 4932.YMR076C 0 0 0 88 199 0 86 274
4932.YAR018C 4932.YLR330W 0 0 0 45 0 0 235 238
4932.YAR018C 4932.YAR019C 0 0 0 48 0 0 145 151
4932.YAR018C 4932.YJL074C 0 0 0 79 120 0 449 514
4932.YAR018C 4932.YDR118W 0 0 0 52 0 0 171 180
4932.YAR018C 4932.YBR293W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YMR088C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YGL097W 0 2 0 0 830 0 246 866
4932.YAR018C 4932.YKL190W 0 0 0 49 0 0 228 234
4932.YAR018C 4932.YJL030W 0 0 0 55 0 0 250 260
4932.YAR018C 4932.YDR320C 0 0 0 53 143 0 136 237
4932.YAR018C 4932.YML013W 0 0 0 0 216 0 0 216
4932.YAR018C 4932.YMR032W 0 0 0 157 0 0 0 157
4932.YAR018C 4932.YKR106W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YJL085W 0 0 0 0 219 0 45 222
4932.YAR018C 4932.YBR298C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YKL198C 0 0 0 48 0 0 190 195
4932.YAR018C 4932.YFL040W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YGR285C 0 0 0 0 808 0 63 812
4932.YAR018C 4932.YPL249C 0 0 0 76 199 0 131 300
4932.YAR018C 4932.YOR336W 0 0 0 0 0 0 428 428
4932.YAR018C 4932.YLR096W 0 0 0 76 0 0 121 153
4932.YAR018C 4932.YFL011W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YPL141C 0 0 0 48 0 0 190 195
4932.YAR018C 4932.YDR229W 0 0 0 0 215 0 0 215
4932.YAR018C 4932.YDL155W 0 0 0 49 0 900 87 905
4932.YAR018C 4932.YJL141C 0 0 0 96 0 0 210 255
4932.YAR018C 4932.YGR109C 0 0 0 48 0 900 66 903
4932.YAR018C 4932.YDL245C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YDL159W 0 0 170 44 0 0 0 173
4932.YAR018C 4932.YMR036C 0 0 0 53 269 0 53 287
4932.YAR018C 4932.YBR159W 0 0 0 0 288 0 0 288
4932.YAR018C 4932.YGL233W 0 0 0 0 286 0 0 286
4932.YAR018C 4932.YGL167C 0 0 0 0 201 0 0 201
4932.YAR018C 4932.YPL239W 0 0 0 46 70 0 144 174
4932.YAR018C 4932.YDR146C 0 0 0 173 209 0 343 532
4932.YAR018C 4932.YDL108W 0 0 183 53 122 0 0 261
4932.YAR018C 4932.YFL033C 0 0 0 0 0 0 190 190
4932.YAR018C 4932.YNL181W 0 0 0 42 198 0 0 198
4932.YAR018C 4932.YNL031C 0 0 0 48 0 0 171 177
4932.YAR018C 4932.YHR096C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YDL194W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YOL016C 0 0 186 44 0 0 62 206
4932.YAR018C 4932.YOR117W 0 0 0 0 216 0 0 216
4932.YAR018C 4932.YJR021C 0 0 0 0 201 0 0 201
4932.YAR018C 4932.YML064C 0 0 0 0 158 0 187 286
4932.YAR018C 4932.YKR081C 0 0 0 0 194 0 0 194
4932.YAR018C 4932.YFL029C 0 0 0 50 201 0 311 431
4932.YAR018C 4932.YBL009W 0 0 0 52 229 0 0 237
4932.YAR018C 4932.YKR083C 0 0 0 0 188 0 0 188
4932.YAR018C 4932.YDR343C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YNL318C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YGR225W 0 0 0 56 58 0 122 151
4932.YAR018C 4932.YCL073C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YDL074C 0 0 0 50 292 0 0 298
4932.YAR018C 4932.YDL117W 0 0 0 52 196 0 0 205
4932.YAR018C 4932.YAL022C 0 0 0 0 0 0 657 657
4932.YAR018C 4932.YML073C 0 0 0 0 0 0 189 189
4932.YAR018C 4932.YMR116C 0 7 0 0 728 0 0 728
4932.YAR018C 4932.YPL209C 0 0 189 50 384 0 218 580
4932.YAR018C 4932.YJL219W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YPR200C 0 0 0 47 216 0 47 225
4932.YAR018C 4932.YBR115C 0 0 0 0 0 0 178 178
4932.YAR018C 4932.YHL040C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YLL008W 0 0 0 0 190 0 0 190
4932.YAR018C 4932.YPR119W 0 0 0 106 198 900 113 927
4932.YAR018C 4932.YER018C 0 0 0 78 198 0 0 228
4932.YAR018C 4932.YPL227C 0 0 0 0 196 0 0 196
4932.YAR018C 4932.YJR158W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YJR059W 0 0 0 48 99 0 190 244
4932.YAR018C 4932.YMR043W 0 0 0 0 0 0 254 254
4932.YAR018C 4932.YOR324C 0 0 0 0 208 0 0 208
4932.YAR018C 4932.YKR023W 0 0 0 0 147 0 448 509
4932.YAR018C 4932.YFR016C 0 0 0 45 0 0 235 238
4932.YAR018C 4932.YPL233W 0 0 0 0 0 0 282 282
4932.YAR018C 4932.YLR190W 0 0 0 0 93 0 160 205
4932.YAR018C 4932.YJR017C 0 0 0 0 158 0 62 176
4932.YAR018C 4932.YKL126W 0 0 0 0 110 0 126 189
4932.YAR018C 4932.YKL163W 0 0 0 0 0 0 514 514
4932.YAR018C 4932.YMR001C 0 0 0 133 59 900 284 933
4932.YAR018C 4932.YJR112W 0 0 0 0 187 0 0 187
4932.YAR018C 4932.YEL069C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YKL010C 0 0 0 77 289 0 0 315
4932.YAR018C 4932.YMR010W 0 0 0 0 288 0 0 288
4932.YAR018C 4932.YOR231W 0 0 175 44 0 0 284 386
4932.YAR018C 4932.YFL034C-B 0 0 0 0 56 0 140 153
4932.YAR018C 4932.YBL016W 0 0 181 0 64 0 0 201
4932.YAR018C 4932.YNL088W 0 0 0 51 273 0 191 393
4932.YAR018C 4932.YPR198W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YGL075C 0 0 0 0 214 0 0 214
4932.YAR018C 4932.YFR014C 0 0 191 44 0 0 62 211
4932.YAR018C 4932.YHR092C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YDL058W 0 0 0 0 0 0 280 280
4932.YAR018C 4932.YDL199C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YGL179C 0 0 189 46 0 0 0 193
4932.YAR018C 4932.YNL250W 0 0 0 89 201 0 0 240
4932.YAR018C 4932.YLR448W 0 0 0 0 0 0 189 189
4932.YAR018C 4932.YPL026C 0 0 0 48 71 0 190 221
4932.YAR018C 4932.YDR272W 0 0 0 0 0 0 193 193
4932.YAR018C 4932.YMR136W 0 0 0 0 0 0 171 171
4932.YAR018C 4932.YJL164C 0 0 184 55 0 0 56 209
4932.YAR018C 4932.YEL061C 0 0 0 115 56 0 439 490
4932.YAR018C 4932.YBR211C 0 0 0 0 199 0 0 199
4932.YAR018C 4932.YHR166C 0 0 0 0 102 0 138 192
4932.YAR018C 4932.YFR031C 0 0 0 118 120 0 86 228
4932.YAR018C 4932.YIL112W 0 0 0 46 70 0 144 174
4932.YAR018C 4932.YML016C 0 0 0 42 143 0 111 206
4932.YAR018C 4932.YGL025C 0 0 0 0 198 0 0 198
4932.YAR018C 4932.YOR042W 0 0 0 46 70 0 144 174
4932.YAR018C 4932.YOR372C 0 0 0 0 0 0 353 353
4932.YAR018C 4932.YOR202W 0 0 0 0 172 0 49 178
4932.YAR018C 4932.YDL247W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YDR213W 0 0 0 0 196 0 0 196
4932.YAR018C 4932.YNR072W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YDL028C 0 0 0 76 269 0 134 364
4932.YAR018C 4932.YDR523C 0 0 183 0 0 0 64 203
4932.YAR018C 4932.YGL181W 0 0 0 49 196 0 0 202
4932.YAR018C 4932.YPL203W 0 0 175 55 0 0 55 199
4932.YAR018C 4932.YDL138W 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YJL187C 0 0 0 51 217 0 118 287
4932.YAR018C 4932.YBL049W 0 0 0 0 0 0 554 554
4932.YAR018C 4932.YHR094C 0 0 0 0 159 0 0 159
4932.YAR018C 4932.YMR139W 0 0 189 0 117 0 97 298
4932.YAR018C 4932.YML012W 0 0 0 0 0 0 428 428
4932.YAR018C 4932.YDR119W 0 0 0 0 294 0 0 294
4932.YAR018C 4932.YLR210W 0 0 0 49 0 900 87 905
4932.YAR018C 4932.YOR014W 0 0 0 0 0 0 428 428
4932.YAR018C 4932.YGR052W 0 0 403 48 0 0 190 499
4932.YAR019C 4932.YGL116W 0 0 0 49 296 0 812 863
4932.YAR019C 4932.YGR152C 0 0 0 46 379 0 360 588
4932.YAR019C 4932.YBR133C 0 0 0 0 0 0 168 168
4932.YAR019C 4932.YBR125C 0 0 0 74 110 0 109 201
4932.YAR019C 4932.YER098W 0 0 0 0 0 0 151 151
4932.YAR019C 4932.YKR055W 0 0 0 0 120 0 204 270
4932.YAR019C 4932.YBR082C 0 0 0 0 268 0 112 322
4932.YAR019C 4932.YDR468C 0 0 0 57 0 0 194 207
4932.YAR019C 4932.YPL042C 0 0 0 0 0 0 155 155
4932.YAR019C 4932.YMR273C 0 0 0 0 296 0 67 315
4932.YAR019C 4932.YAR019W-A 0 0 0 0 0 0 788 788
4932.YAR019C 4932.YDR017C 0 0 0 78 0 0 307 334
4932.YAR019C 4932.YDL132W 0 0 0 60 0 0 447 457
4932.YAR019C 4932.YMR089C 0 0 0 49 560 0 0 563
4932.YAR019C 4932.YOR101W 0 0 0 46 379 0 148 451
4932.YAR019C 4932.YLR342W 0 0 0 95 118 0 101 220
4932.YAR019C 4932.YDR387C 0 0 0 45 120 0 77 157
4932.YAR019C 4932.YLR305C 0 0 0 75 67 0 102 157
4932.YAR019C 4932.YPL179W 0 0 0 50 163 0 61 189
4932.YAR019C 4932.YML027W 0 0 0 0 0 0 481 481
4932.YAR019C 4932.YOR033C 0 0 0 67 0 0 170 192
4932.YAR019C 4932.YDR283C 0 0 0 134 0 0 67 158
4932.YAR019C 4932.YOR326W 0 0 0 53 120 0 357 418
4932.YAR019C 4932.YMR186W 0 0 0 0 229 0 102 279
4932.YAR019C 4932.YLR383W 0 0 0 120 0 0 74 150
4932.YAR019C 4932.YIL135C 0 0 0 0 0 0 169 169
4932.YAR019C 4932.YNL307C 0 0 0 95 232 0 138 349
4932.YAR019C 4932.YMR216C 0 0 0 0 0 0 509 509
4932.YAR019C 4932.YGR098C 0 0 0 57 498 0 683 836
4932.YAR019C 4932.YGR108W 0 0 0 52 0 0 768 771
4932.YAR019C 4932.YJL076W 0 0 0 0 808 0 809 961
4932.YAR019C 4932.YNL053W 0 0 0 0 76 0 284 310
4932.YAR019C 4932.YNL262W 0 0 0 195 58 0 83 243
4932.YAR019C 4932.YBL105C 0 0 0 78 228 0 158 348
4932.YAR019C 4932.YIL031W 0 0 0 0 585 0 0 585
4932.YAR019C 4932.YHR164C 0 0 0 76 104 0 80 171
4932.YAR019C 4932.YJL157C 0 0 0 0 0 0 290 290
4932.YAR019C 4932.YKL139W 0 0 0 57 56 0 151 178
4932.YAR019C 4932.YER066W 0 0 0 42 117 0 100 172
4932.YAR019C 4932.YIR006C 0 0 0 43 0 0 224 226
4932.YAR019C 4932.YNL225C 0 0 0 0 0 0 196 196
4932.YAR019C 4932.YLR336C 0 0 0 57 0 0 201 214
4932.YAR019C 4932.YLR272C 0 0 0 96 297 0 129 398
4932.YAR019C 4932.YEL021W 0 0 0 0 0 0 482 482
4932.YAR019C 4932.YKR017C 0 0 0 56 0 0 192 204
4932.YAR019C 4932.YER103W 0 0 0 0 153 0 0 153
4932.YAR019C 4932.YGR209C 0 0 0 45 62 900 0 902
4932.YAR019C 4932.YJL168C 0 0 0 47 233 0 58 252
4932.YAR019C 4932.YDR309C 0 0 0 0 0 0 228 228
4932.YAR019C 4932.YDR436W 0 0 0 50 147 0 61 172
4932.YAR019C 4932.YGL216W 0 0 0 72 169 0 144 282
4932.YAR019C 4932.YDL229W 0 0 0 0 167 0 0 167
4932.YAR019C 4932.YBR158W 0 0 0 69 309 0 318 523
4932.YAR019C 4932.YBL084C 0 0 0 53 59 0 224 248
4932.YAR019C 4932.YKL048C 0 0 0 46 0 0 159 163
4932.YAR019C 4932.YCR091W 0 0 0 53 99 0 93 159
4932.YAR019C 4932.YGL003C 0 0 0 49 0 0 694 697
4932.YAR019C 4932.YAL038W 0 0 0 0 0 0 162 162
4932.YAR019C 4932.YNR038W 0 0 0 0 0 0 224 224
4932.YAR019C 4932.YER133W 0 0 0 50 147 0 414 484
4932.YAR019C 4932.YDR335W 0 0 0 95 297 0 0 336
4932.YAR019C 4932.YPR054W 0 0 0 45 276 0 118 337
4932.YAR019C 4932.YGL190C 0 0 0 57 0 0 399 409
4932.YAR019C 4932.YDR122W 0 0 0 47 106 0 88 155
4932.YAR019C 4932.YDR451C 0 0 0 0 0 0 293 293
4932.YAR019C 4932.YDL101C 0 0 0 0 56 0 146 159
4932.YAR019C 4932.YPL140C 0 0 0 48 541 0 118 581
4932.YAR019C 4932.YER184C 0 0 0 0 0 0 167 167
4932.YAR019C 4932.YDR510W 0 0 0 0 0 0 155 155
4932.YAR019C 4932.YDL079C 0 0 0 95 196 0 107 293
4932.YAR019C 4932.YPL269W 0 0 0 0 296 0 540 662
4932.YAR019C 4932.YFL039C 0 0 0 45 0 0 658 659
4932.YAR019C 4932.YGR040W 0 0 0 45 276 0 111 331
4932.YAR019C 4932.YOL113W 0 0 0 0 164 0 67 187
4932.YAR019C 4932.YJL034W 0 0 0 0 120 0 99 174
4932.YAR019C 4932.YPL204W 0 0 0 54 168 0 315 413
4932.YAR019C 4932.YBR088C 0 0 0 53 0 0 218 227
4932.YAR019C 4932.YOR083W 0 0 0 0 0 0 374 374
4932.YAR019C 4932.YPR111W 0 0 0 53 220 800 418 902
4932.YAR019C 4932.YBR136W 0 0 0 75 67 0 235 282
4932.YAR019C 4932.YDR129C 0 0 0 57 198 0 69 235
4932.YAR019C 4932.YOR128C 0 0 0 0 0 0 351 351
4932.YAR019C 4932.YNR032W 0 0 0 77 147 0 61 196
4932.YAR019C 4932.YER016W 0 0 0 54 0 0 337 345
4932.YAR019C 4932.YNL298W 0 0 0 0 516 0 207 600
4932.YAR019C 4932.YNL309W 0 0 0 0 0 0 214 214
4932.YAR019C 4932.YLR086W 0 0 0 95 57 0 103 168
4932.YAR019C 4932.YKL096W 0 0 0 0 0 0 194 194
4932.YAR019C 4932.YCR012W 0 0 0 0 0 0 229 229
4932.YAR019C 4932.YBL063W 0 0 0 59 112 0 124 204
4932.YAR019C 4932.YJL005W 0 0 0 115 0 0 228 288
4932.YAR019C 4932.YOR288C 0 0 0 49 58 0 308 325
4932.YAR019C 4932.YBR285W 0 0 0 0 0 0 297 297
4932.YAR019C 4932.YLR182W 0 0 0 44 84 0 622 640
4932.YAR019C 4932.YGR032W 0 0 0 95 118 0 85 206
4932.YAR019C 4932.YKL042W 0 0 0 0 0 0 446 446
4932.YAR019C 4932.YLL050C 0 0 0 53 267 0 139 350
4932.YAR019C 4932.YJL095W 0 0 0 56 143 0 69 181
4932.YAR019C 4932.YDL179W 0 0 0 0 0 0 195 195
4932.YAR019C 4932.YML109W 0 0 0 54 296 0 43 306
4932.YAR019C 4932.YOL128C 0 0 0 95 196 0 105 292
4932.YAR019C 4932.YHR005C 0 0 0 57 120 0 67 158
4932.YAR019C 4932.YDL056W 0 0 0 55 70 0 630 647
4932.YAR019C 4932.YAL024C 0 0 0 156 498 0 931 968
4932.YAR019C 4932.YNL068C 0 0 0 0 64 0 610 619
4932.YAR019C 4932.YOR153W 0 0 0 86 104 0 49 153
4932.YAR019C 4932.YHR207C 0 0 0 45 272 0 78 303
4932.YAR019C 4932.YPL031C 0 0 0 53 192 0 124 271
4932.YAR019C 4932.YBR260C 0 0 0 0 0 0 231 231
4932.YAR019C 4932.YAL041W 0 0 0 109 0 0 328 376
4932.YAR019C 4932.YBR038W 0 0 0 0 0 0 785 785
4932.YAR019C 4932.YAL029C 0 0 0 53 120 0 258 327
4932.YAR019C 4932.YJR066W 0 0 0 75 67 0 548 576
4932.YAR019C 4932.YER137C 0 0 0 0 0 0 219 219
4932.YAR019C 4932.YDL225W 0 0 0 0 0 0 169 169
4932.YAR019C 4932.YJL030W 0 0 0 45 560 0 485 764
4932.YAR019C 4932.YPL242C 0 0 0 113 560 0 713 878
4932.YAR019C 4932.YGR133W 0 0 0 0 282 0 75 307
4932.YAR019C 4932.YHR082C 0 0 0 47 106 0 90 157
4932.YAR019C 4932.YEL037C 0 0 0 0 114 0 165 229
4932.YAR019C 4932.YER123W 0 0 0 56 99 0 134 199
4932.YAR019C 4932.YMR032W 0 0 0 78 526 0 701 858
4932.YAR019C 4932.YOR388C 0 0 0 0 179 0 0 179
4932.YAR019C 4932.YAR023C 0 0 0 123 0 0 95 172
4932.YAR019C 4932.YJR010W 0 0 0 0 0 0 351 351
4932.YAR019C 4932.YEL009C 0 0 0 0 197 0 132 273
4932.YAR019C 4932.YPL165C 0 0 0 45 272 0 78 303
4932.YAR019C 4932.YHR078W 0 0 0 212 0 0 0 212
4932.YAR019C 4932.YLR357W 0 0 0 45 309 0 120 368
4932.YAR019C 4932.YPL141C 0 0 0 47 141 0 70 173
4932.YAR019C 4932.YJL141C 0 0 0 147 814 0 124 849
4932.YAR019C 4932.YOR373W 0 0 0 55 666 800 718 979
4932.YAR019C 4932.YNR009W 0 0 0 0 0 0 220 220
4932.YAR019C 4932.YDL159W 0 0 0 48 541 0 147 595
4932.YAR019C 4932.YJL128C 0 0 0 48 541 900 140 957
4932.YAR019C 4932.YJR007W 0 0 0 0 0 0 167 167
4932.YAR019C 4932.YPR073C 0 0 0 0 0 0 161 161
4932.YAR019C 4932.YMR026C 0 0 0 0 0 0 256 256
4932.YAR019C 4932.YIL140W 0 0 0 0 0 0 271 271
4932.YAR019C 4932.YDR146C 0 0 0 56 189 0 685 738
4932.YAR019C 4932.YDR099W 0 0 0 0 284 0 47 289
4932.YAR019C 4932.YFL033C 0 0 0 48 183 0 98 237
4932.YAR019C 4932.YNL223W 0 0 0 78 135 0 53 178
4932.YAR019C 4932.YJR092W 0 0 0 0 662 0 315 758
4932.YAR019C 4932.YDL042C 0 0 0 43 0 0 220 221
4932.YAR019C 4932.YML064C 0 0 0 0 854 800 979 999
4932.YAR019C 4932.YHR206W 0 0 0 110 0 0 133 195
4932.YAR019C 4932.YMR276W 0 0 0 0 114 0 152 216
4932.YAR019C 4932.YFL029C 0 0 0 53 0 0 182 192
4932.YAR019C 4932.YIL072W 0 0 0 118 0 0 99 171
4932.YAR019C 4932.YIL015W 0 0 0 0 0 0 307 307
4932.YAR019C 4932.YLR183C 0 0 0 0 0 0 194 194
4932.YAR019C 4932.YMR055C 0 0 0 54 846 0 907 985
4932.YAR019C 4932.YMR105C 0 0 0 0 0 0 161 161
4932.YAR019C 4932.YGR225W 0 0 0 49 445 0 98 482
4932.YAR019C 4932.YDL117W 0 0 0 53 59 0 395 413
4932.YAR019C 4932.YKL165C 0 0 0 78 0 0 310 336
4932.YAR019C 4932.YNL079C 0 0 0 0 202 0 60 219
